Rank,Building,City,Height_m,Height_ft,Floors,DateComplete,Material,Use,city_ns,lat,lon
1611.0,Pacific Place Apartments 2,Jakarta,180.0,591.0,32.0,2007.0,concrete,residential,jakarta,-6.2087634,106.845599
1614.0,"Shanghai Securities Exchange
Building",Shanghai,180.0,591.0,26.0,1997.0,composite,office,shanghai,31.2361961,121.5112171
1615.0,Wanxiang C ity Tower 4,Hangzhou,180.0,591.0,-,2014.0,concrete,,hangzhou,30.274085,120.15507
1616.0,Lerthai C enter 1,Shijiazhuang,179.9,590.0,29.0,2013.0,,office,shijiazhuang,38.042807,114.5080219
1617.0,C hengdu Renheng Fraser Suites,C hengdu,179.9,590.0,40.0,2010.0,concrete,office,chengdu,0.0,0.0
1618.0,1000 Lake Shore Plaza,C hicago,179.8,590.0,55.0,1964.0,concrete,residential,chicago,42.0410696,-87.6707216
1619.0,The London NYC,New York C ity,179.8,590.0,54.0,1990.0,,hotel,newyorkcity,40.5782409,-74.1367034
1620.0,388 Bridge Street,New York C ity,179.8,590.0,51.0,2014.0,concrete,residential,newyorkcity,40.6916368,-73.985805
1621.0,One Financial C enter,Boston,179.8,590.0,46.0,1984.0,steel,office,boston,42.3522067,-71.0564094
1622.0,America Tower,Houston,179.8,590.0,42.0,1983.0,,office,houston,29.7607419,-95.3968137
1623.0,Banyan Garden 3,Hong Kong,179.8,590.0,53.0,2003.0,concrete,residential,hongkong,22.3344926,114.147618801
1624.0,"Yeonsu Daewoo Prugio Park View
Tower A",Incheon,179.8,590.0,43.0,2011.0,concrete,residential,incheon,37.4562557,126.7052062
1625.0,30 St Mary Axe,London,179.8,590.0,40.0,2004.0,steel,office,london,51.5144712,-0.0803381
1626.0,People's Daily New Headquarters,Beijing,179.7,590.0,33.0,2015.0,concrete,office,beijing,39.904211,116.407395
1627.0,RenFun Business Mansion,Guangzhou,179.6,589.0,42.0,2012.0,,office,guangzhou,23.12911,113.264385
1628.0,Erastus C orning II Tower,Albany,179.5,589.0,44.0,1973.0,,office,albany,42.6491754,-73.7595992
1629.0,The C lare at Water Tower,C hicago,179.5,589.0,53.0,2009.0,concrete,residential,chicago,41.8973301,-87.626312
1630.0,Museum Tower,New York C ity,179.5,589.0,52.0,1985.0,,residential,newyorkcity,0.0,0.0
1631.0,The Riverside 1,Guangzhou,179.4,589.0,50.0,2009.0,concrete,residential,guangzhou,23.1176425,113.2720048
1631.0,The Riverside 2,Guangzhou,179.4,589.0,50.0,2009.0,concrete,residential,guangzhou,23.1176425,113.2720048
1633.0,Grand Front Osaka Tower A,Osaka,179.4,588.0,39.0,2013.0,steel,office / retail,osaka,34.6937378,135.5021651
1634.0,Sky House,New York C ity,179.3,588.0,54.0,2008.0,concrete,residential,newyorkcity,0.0,0.0
1635.0,"Sumitomo Fudosan Mita Twin
Building West",Tokyo,179.3,588.0,43.0,2006.0,composite,hotel / office,tokyo,35.6894875,139.6917064
1636.0,Hitachi Tower,Singapore,179.3,588.0,38.0,1993.0,,office,singapore,1.352083,103.819836
1637.0,Akasaka Biz Tower,Tokyo,179.3,588.0,39.0,2008.0,steel,office,tokyo,35.6894875,139.6917064
1638.0,The Millenium Hilton,New York C ity,179.2,588.0,58.0,1992.0,concrete,hotel,newyorkcity,0.0,0.0
1639.0,AT&T C enter,St. Louis,179.2,588.0,44.0,1984.0,,office,st.louis,38.6278394,-90.1945187
1640.0,C itigroup C enter,C hicago,179.2,588.0,42.0,1987.0,,office,chicago,0.0,0.0
1640.0,One Wells Fargo C enter,C harlotte,179.2,588.0,42.0,1988.0,steel,office,charlotte,35.2236883,-80.8443597
1642.0,LinJiang Mingting,Ningbo,179.2,588.0,52.0,2004.0,,residential,ningbo,29.868336,121.54399
1643.0,Metropolitan Heights Tower 2,Tianjin,179.0,587.0,53.0,2013.0,concrete,residential,tianjin,39.084158,117.200983
1644.0,Pacific Plaza Tower 1,Taguig C ity,179.0,587.0,52.0,1999.0,concrete,residential,taguigcity,14.547678,121.045056
1644.0,Pacific Plaza Tower 2,Taguig C ity,179.0,587.0,52.0,1999.0,concrete,residential,taguigcity,14.547678,121.045056
1646.0,Xinhua Daily Mansion,Nanjing,179.0,587.0,50.0,2003.0,,office,nanjing,31.9907709,118.7187983
1647.0,Hilton Bomonti International Hotel & C ongress…,Istanbul,179.0,587.0,48.0,2013.0,concrete,hotel,istanbul,41.0082376,28.9783589
1647.0,Tour Total C oupole,C ourbevoie,179.0,587.0,48.0,1985.0,concrete,office,courbevoie,0.0,0.0
1649.0,Pacific Village 1,Panama C ity,179.0,587.0,47.0,2009.0,concrete,residential,panamacity,8.9749259,-79.5078661
1649.0,Pacific Village 2,Panama C ity,179.0,587.0,47.0,2009.0,concrete,residential,panamacity,8.9749259,-79.5078661
1649.0,Zhongshang Plaza,Wuhan,179.0,587.0,47.0,1998.0,,office,wuhan,30.5359464,114.3317522
1652.0,Offices at Kerry Parkside,Shanghai,179.0,587.0,43.0,2011.0,,office,shanghai,31.2122129,121.563179
1653.0,Banco Mercantil,C aracas,179.0,587.0,40.0,1982.0,,office,caracas,0.0,0.0
1653.0,Seef Tower II,Dubai,179.0,587.0,40.0,2008.0,concrete,residential,dubai,25.09045,55.1499141
1655.0,Marunouchi Building,Tokyo,179.0,587.0,37.0,2002.0,steel,office,tokyo,35.6811829,139.7637704
1656.0,Jiangsu News C enter,Nanjing,178.9,587.0,50.0,2003.0,,office,nanjing,32.060255,118.796877
1657.0,Jacob K. Javits Federal Building,New York C ity,178.9,587.0,41.0,1967.0,steel,government,newyorkcity,0.0,0.0
1658.0,Hong Kong And Shanghai Bank,Hong Kong,178.8,587.0,43.0,1985.0,steel,office,hongkong,22.283627,114.1283581
1659.0,Icon Brickell North Tower,Miami,178.6,586.0,58.0,2008.0,concrete,residential,miami,25.7616798,-80.1917902
1659.0,Icon Brickell South Tower,Miami,178.6,586.0,58.0,2008.0,concrete,residential,miami,25.7616798,-80.1917902
1661.0,Jardine House,Hong Kong,178.5,586.0,52.0,1973.0,steel,office,hongkong,22.283056,114.158889
1662.0,W-C omfort Towers East,Tokyo,178.5,586.0,54.0,2004.0,concrete,residential,tokyo,35.6894875,139.6917064
1663.0,"Anhui Telecommunications
Dispatching C enter",Hefei,178.4,585.0,39.0,1999.0,,office,hefei,31.820592,117.227219
1664.0,Ten Museum Park,Miami,178.3,585.0,50.0,2007.0,concrete,residential,miami,25.7845605,-80.190427
1665.0,Tianzijie International C ondo,C hengdu,178.0,584.0,55.0,2012.0,,residential,chengdu,0.0,0.0
1666.0,Suseong We've The Zenith 101,Daegu,178.0,584.0,54.0,2009.0,concrete,residential,daegu,35.8714354,128.601445
1666.0,Suseong We've The Zenith 102,Daegu,178.0,584.0,54.0,2009.0,concrete,residential,daegu,35.8714354,128.601445
1668.0,Birch Tower,Manila,178.0,584.0,52.0,2012.0,concrete,residential,manila,14.573963,120.984933
1669.0,Hong Kong Macau C entre,Guangzhou,178.0,584.0,51.0,1996.0,,multiple,guangzhou,23.1311924,113.294226
1670.0,C hina Resources Building,Hong Kong,178.0,584.0,50.0,1983.0,concrete,office,hongkong,22.2799946,114.1754684
1671.0,Aspire at Nuvo C ity,Quezon C ity,178.0,584.0,49.0,2012.0,concrete,residential,quezoncity,0.0,0.0
1672.0,Leopardus,Istanbul,178.0,584.0,48.0,2015.0,concrete,residential / hotel,istanbul,41.0082376,28.9783589
1672.0,Vorobiovy Gory Tower II,Moscow,178.0,584.0,48.0,2004.0,concrete,residential,moscow,55.7101774,37.5442089
1674.0,Huayuan C enter Tower 1B,C hangsha,178.0,584.0,47.0,2015.0,concrete,residential,changsha,28.1585776,112.9951487
1674.0,Keio Plaza North Building,Tokyo,178.0,584.0,47.0,1971.0,steel,hotel,tokyo,35.6894875,139.6917064
1676.0,Tour Areva,C ourbevoie,178.0,584.0,44.0,1974.0,concrete,office,courbevoie,48.8924983,2.2418506
1676.0,Zhongmin Building,Xiamen,178.0,584.0,44.0,2003.0,,office,xiamen,24.4775105,118.0876689
1678.0,International Towers Tower 2,Sydney,178.0,584.0,43.0,2015.0,concrete,office / retail,sydney,-33.8674869,151.2069902
1679.0,Roche Turm Bau 1,Basel,178.0,584.0,41.0,2015.0,concrete,office,basel,47.5595986,7.5885761
1680.0,Al Fardan Tower 1,Doha,178.0,584.0,40.0,2007.0,concrete,residential,doha,25.286053,51.5072966
1681.0,"Marunouchi Trust Building Main
Tower",Tokyo,178.0,584.0,37.0,2008.0,,hotel / office,tokyo,35.6894875,139.6917064
1682.0,Harbour Ring Plaza,Shanghai,178.0,584.0,36.0,1998.0,,office,shanghai,31.2293093,121.4785561
1683.0,C C Tower,Guangzhou,178.0,584.0,32.0,2005.0,,office,guangzhou,23.1364557,113.3291858
1684.0,Golden Plaza,Taichung,178.0,584.0,22.0,1999.0,,retail,taichung,24.1367731,120.6832466
1685.0,W Times Square,New York C ity,177.9,583.0,53.0,2002.0,concrete,hotel,newyorkcity,40.759011,-73.9844722
1686.0,Rhythm Pahol-Ari,Bangkok,177.8,583.0,54.0,2014.0,concrete,residential,bangkok,13.7563309,100.5017651
1687.0,One Shenton Tower 2,Singapore,177.7,583.0,42.0,2011.0,concrete,residential,singapore,1.2759058,103.8473349
1688.0,Mid C ontinental Plaza,C hicago,177.6,583.0,49.0,2013.0,concrete,residential / office,chicago,41.88,-87.625556
1689.0,Trump International Hotel & Tower,New York C ity,177.6,583.0,44.0,1970.0,steel,residential / hotel,newyorkcity,0.0,0.0
1690.0,Shimao Wulihe C ity 1#,Shenyang,177.6,583.0,58.0,2011.0,concrete,residential,shenyang,41.805699,123.431472
1690.0,Shimao Wulihe C ity 4#,Shenyang,177.6,583.0,58.0,2012.0,concrete,residential,shenyang,41.805699,123.431472
1690.0,Shimao Wulihe C ity 8#,Shenyang,177.6,583.0,58.0,2014.0,concrete,residential,shenyang,41.805699,123.431472
1690.0,Shimao Wulihe C ity 9#,Shenyang,177.6,583.0,58.0,2014.0,concrete,residential,shenyang,41.805699,123.431472
1694.0,Neo Sky Dome Tower C,Banciao C ity,177.6,583.0,43.0,2010.0,concrete,residential,banciaocity,0.0,0.0
1694.0,Neo Sky Dome Tower D,Banciao C ity,177.6,583.0,43.0,2010.0,concrete,residential,banciaocity,0.0,0.0
1696.0,C rain C ommunications Building,C hicago,177.4,582.0,41.0,1983.0,concrete,office,chicago,41.8855196,-87.6249764
1697.0,Terminal 21,Bangkok,177.4,582.0,30.0,2011.0,concrete,"residential / hotel /
retail",bangkok,13.9173893,100.601154435
1698.0,C ampbell Mithun Tower,Minneapolis,177.2,581.0,42.0,1985.0,steel/concrete,office,minneapolis,44.9736529,-93.2698717
1699.0,"Guangxi International Trade C enter
Main Tower",Nanning,177.2,581.0,45.0,2008.0,,office,nanning,22.817002,108.366543
1700.0,360 C ondominiums,Austin,177.1,581.0,45.0,2008.0,concrete,residential,austin,37.9763081,-84.4843293
1701.0,North Pier Apartments,C hicago,177.1,581.0,61.0,1990.0,concrete,residential,chicago,41.8908091,-87.6145882
1702.0,"Niagara Falls Hilton Fallsview North
Tower",Niagara Falls,177.1,581.0,58.0,2009.0,concrete,hotel,niagarafalls,43.0962143,-79.0377388
1703.0,LG Gangnam Tower,Seoul,177.1,581.0,38.0,1998.0,,office,seoul,37.502423,127.037589
1704.0,Grand Waterfront 1-5,Hong Kong,177.0,581.0,57.0,2007.0,concrete,residential,hongkong,22.31924455,114.19357586
1704.0,Grand Waterfront 6,Hong Kong,177.0,581.0,57.0,2007.0,concrete,residential,hongkong,22.31924455,114.19357586
1706.0,JBR Area A Tower A04,Dubai,177.0,581.0,54.0,2007.0,concrete,residential,dubai,25.0730114,55.1281857
1706.0,JBR Area B Tower B01,Dubai,177.0,581.0,54.0,2007.0,concrete,residential,dubai,25.0730114,55.1281857
1706.0,JBR Area B Tower B03 T01,Dubai,177.0,581.0,54.0,2007.0,concrete,residential,dubai,25.0730114,55.1281857
1706.0,JBR Area C Tower C 07,Dubai,177.0,581.0,54.0,2007.0,concrete,residential,dubai,25.0730114,55.1281857
1710.0,The Oakhill,Hong Kong,177.0,581.0,53.0,2011.0,concrete,residential,hongkong,22.396428,114.109497
1711.0,Azura,Hong Kong,177.0,581.0,51.0,2012.0,concrete,residential,hongkong,44.1374224,4.8106833
1712.0,C ity Tower Nishi-Umeda,Osaka,177.0,581.0,50.0,2006.0,concrete,residential,osaka,34.700042,135.485646
1712.0,"Gundae Posco The Star C ity Tower
B",Seoul,177.0,581.0,50.0,2008.0,concrete,residential,seoul,37.566535,126.9779692
1714.0,North Point Tower 2,Pattaya,177.0,581.0,46.0,2010.0,concrete,residential,pattaya,12.9276082,100.8770813
1715.0,C anterra Tower,C algary,177.0,581.0,45.0,1988.0,,office,calgary,51.051139,-114.070722
1715.0,New C entury Plaza East Tower,Shenzhen,177.0,581.0,45.0,2003.0,,office / hotel,shenzhen,22.543096,114.057865
1717.0,The Troika Tower 2,Kuala Lumpur,177.0,581.0,44.0,2010.0,concrete,residential,kualalumpur,3.139003,101.686855
1718.0,Pickering Operations C entre,Singapore,177.0,581.0,43.0,1989.0,,office,singapore,1.352083,103.819836
1719.0,Kasikorn Bank Head Office,Bangkok,177.0,581.0,42.0,1995.0,,office,bangkok,13.7563309,100.5017651
1720.0,Hong Kong Prosperity Tower,Shanghai,177.0,581.0,40.0,2010.0,,office,shanghai,22.396428,114.109497
1721.0,Breeze Tower,Osaka,177.0,581.0,39.0,2008.0,,office,osaka,34.6986699,135.493893
1721.0,C MBC Tower,Shanghai,177.0,581.0,39.0,2008.0,composite,office,shanghai,31.230416,121.473701
1723.0,TransC anada Tower,C algary,177.0,581.0,38.0,2001.0,,office,calgary,51.048973,-114.0646384
1724.0,Beach Tower,Jeddah,177.0,581.0,36.0,2014.0,concrete,residential / hotel,jeddah,21.2854067,39.2375507
1725.0,"Otemachi Financial C ity South
Tower",Tokyo,177.0,581.0,34.0,2012.0,steel,office,tokyo,35.6894875,139.6917064
1726.0,C itadel C enter,C hicago,176.8,580.0,39.0,2003.0,steel,office,chicago,41.8798207,-87.6287412
1727.0,Mersin C omplex,Mersin,176.8,580.0,52.0,1987.0,concrete,hotel / office,mersin,36.8121041,34.6414811
1728.0,C anton Fair C ommand C enter,Guangzhou,176.8,580.0,41.0,2009.0,,office,guangzhou,23.12911,113.264385
1729.0,Stevens Tower,New York C ity,176.8,580.0,42.0,1971.0,steel,office,newyorkcity,0.0,0.0
1729.0,The Mansion on Peachtree,Atlanta,176.8,580.0,42.0,2008.0,concrete,residential,atlanta,33.7489954,-84.3879824
1731.0,One AT&T Plaza,Dallas,176.8,580.0,37.0,1984.0,steel,office,dallas,32.7795514,-96.7987645
1732.0,Eighth Avenue Place West Tower,C algary,176.7,580.0,40.0,2014.0,composite,office,calgary,0.0,0.0
1733.0,Haeundae Hillside We've Tower 102,Busan,176.5,579.0,53.0,2014.0,concrete,residential,busan,35.1795543,129.0756416
1734.0,Haeundae Hillside We've Tower 202,Busan,176.5,579.0,52.0,2014.0,concrete,residential,busan,35.1795543,129.0756416
1735.0,Ross Tower,Dallas,176.5,579.0,45.0,1984.0,concrete,office,dallas,32.7844667,-96.8001944
1736.0,ASEM Tower,Seoul,176.5,579.0,42.0,1992.0,,office,seoul,37.566535,126.9779692
1736.0,Regions Building,Tampa,176.5,579.0,42.0,1992.0,steel,office,tampa,27.950575,-82.4571776
1738.0,Two Houston C enter,Houston,176.5,579.0,40.0,1974.0,steel,office,houston,29.7564475,-95.3631644
1739.0,1 King West,Toronto,176.2,578.0,51.0,2005.0,concrete,residential / hotel,toronto,43.6487138,-79.3782065
1740.0,One C alifornia Plaza,Los Angeles,176.2,578.0,42.0,1985.0,steel,office,losangeles,34.0522486,-118.2511985
1741.0,Far East Finance C entre,Hong Kong,176.1,578.0,48.0,1982.0,steel,office,hongkong,22.2799538,114.1640692
1742.0,The Metropolis 1,C hengdu,176.0,577.0,51.0,2013.0,,residential,chengdu,30.6326066,103.9948561
1742.0,The Metropolis 2,C hengdu,176.0,577.0,51.0,2013.0,,residential,chengdu,30.6326066,103.9948561
1744.0,Truroll Plaza,Wuhan,176.0,577.0,47.0,1996.0,,office,wuhan,30.593099,114.305393
1745.0,Future Plaza Office Tower 1,C hengdu,176.0,577.0,46.0,2014.0,,office,chengdu,0.0,0.0
1745.0,Future Plaza Office Tower 2,C hengdu,176.0,577.0,46.0,2014.0,,office,chengdu,0.0,0.0
1747.0,Edelweiss,Moscow,176.0,577.0,43.0,2003.0,concrete,residential,moscow,55.7274,37.4799
1747.0,Torre Global Bank,Panama C ity,176.0,577.0,43.0,2005.0,concrete,office,panamacity,8.9837681,-79.5165632
1749.0,NEO Tower B,Shenzhen,176.0,577.0,42.0,2010.0,,office,shenzhen,22.543096,114.057865
1750.0,The Dome,Dubai,176.0,577.0,41.0,2012.0,concrete,office,dubai,25.2921668,55.3710196531
1751.0,OAP Tower,Osaka,176.0,577.0,39.0,1994.0,,office,osaka,34.6937378,135.5021651
1751.0,One Kowloon,Hong Kong,176.0,577.0,39.0,2007.0,,office,hongkong,22.334173,114.162586
1753.0,"Kasumigaseki C ommon Gate West
Building",Tokyo,176.0,577.0,38.0,2007.0,,office,tokyo,35.6894875,139.6917064
1754.0,The Atlantic,Atlanta,175.9,577.0,46.0,2009.0,concrete,residential,atlanta,33.7906259,-84.3975408
1755.0,520 Madison Avenue,New York C ity,175.9,577.0,43.0,1982.0,concrete/steel,office,newyorkcity,40.760264,-73.9745165
1756.0,Bank of America Plaza,Tampa,175.9,577.0,42.0,1986.0,,office,tampa,27.9466,-82.45928
1757.0,One World Financial C enter,New York C ity,175.9,577.0,37.0,1985.0,steel,office,newyorkcity,40.7106367,-74.015607
1759.0,C hongqing Nationality Plaza B,C hongqing,175.6,576.0,43.0,1998.0,concrete,hotel,chongqing,0.0,0.0
1760.0,Merchandise Mart,New York C ity,175.6,576.0,42.0,1973.0,steel,office,newyorkcity,0.0,0.0
1761.0,SIA Building,Singapore,175.6,576.0,40.0,1998.0,,office,singapore,1.3042224,103.8368057
1762.0,Absolute World Building D,Mississauga,175.6,576.0,56.0,2012.0,concrete,residential,mississauga,43.5890452,-79.6441198
1763.0,Billionaire Royale,Hong Kong,175.5,576.0,54.0,2010.0,concrete,,hongkong,22.396428,114.109497
1764.0,The Vue,C harlotte,175.5,576.0,50.0,2010.0,concrete,residential,charlotte,35.2311108,-80.8449124
1765.0,Two International Finance C enter,Seoul,175.5,576.0,29.0,2012.0,composite,office,seoul,37.566535,126.977969
1766.0,5 Times Square,New York C ity,175.3,575.0,40.0,2002.0,steel,office,newyorkcity,40.7559391,-73.9875181
1767.0,300 Madison Avenue,New York C ity,175.3,575.0,38.0,2003.0,steel,office,newyorkcity,40.7526519,-73.9800751
1767.0,Lehman Building,New York C ity,175.3,575.0,38.0,2001.0,steel,office,newyorkcity,0.0,0.0
1769.0,One Financial Square,New York C ity,175.3,575.0,37.0,1987.0,,office,newyorkcity,40.7037537,-74.0077134
1770.0,Maybank Tower,Singapore,175.3,575.0,32.0,2002.0,steel,office,singapore,1.285862,103.8522867
1771.0,Grand Front Osaka Tower B,Osaka,175.2,575.0,40.0,2013.0,steel,office / retail,osaka,34.6937378,135.5021651
1772.0,Kyungdong Jade 103,Busan,175.1,574.0,47.0,2012.0,concrete,residential,busan,35.1795543,129.0756416
1773.0,Pearl River International Building,Guangzhou,175.1,574.0,45.0,2010.0,,office,guangzhou,23.12911,113.264385
1774.0,Oscar by the Sea Tower 5,Hong Kong,175.1,574.0,59.0,2002.0,concrete,residential,hongkong,22.396428,114.109497
1775.0,Park Avenue Plaza,New York C ity,175.0,574.0,44.0,1981.0,,office,newyorkcity,40.8027554,-73.9405366
1776.0,Yantai Shimao No. 4,Yantai,175.0,574.0,54.0,2011.0,concrete,residential,yantai,0.0,0.0
1777.0,Vianni C ove 2,Hong Kong,175.0,574.0,52.0,2003.0,concrete,residential,hongkong,22.396428,114.109497
1777.0,Vianni C ove 3,Hong Kong,175.0,574.0,52.0,2003.0,concrete,residential,hongkong,22.396428,114.109497
1779.0,Jade on the Beach,Sunny Isles Beach,175.0,574.0,51.0,2008.0,concrete,residential,sunnyislesbeach,25.9428707,-80.1233802
1779.0,The Excellency 1,C hengdu,175.0,574.0,51.0,2012.0,,residential,chengdu,30.6109793,104.135666
1779.0,The Excellency 2,C hengdu,175.0,574.0,51.0,2012.0,,residential,chengdu,30.6109793,104.135666
1782.0,"C oastal International C enter Tower
1",Dalian,175.0,574.0,50.0,2010.0,concrete,residential,dalian,38.914003,121.614682
1782.0,"C oastal International C enter Tower
2",Dalian,175.0,574.0,50.0,2010.0,concrete,residential,dalian,38.914003,121.614682
1782.0,"C oastal International C enter Tower
3",Dalian,175.0,574.0,50.0,2010.0,concrete,residential,dalian,38.914003,121.614682
1782.0,Shimao Splendid Yangtze Tower 1,Wuhan,175.0,574.0,50.0,2011.0,,office,wuhan,30.593099,114.305393
1786.0,Suzhou Henghe Plaza,Suzhou,175.0,574.0,48.0,2000.0,,office,suzhou,31.2760453,120.6641174
1787.0,Mohammed Ibrahim Tower,Dubai,175.0,574.0,47.0,2010.0,concrete,residential,dubai,25.0676339,55.141291
1788.0,Exchange Tower,Bangkok,175.0,574.0,46.0,2004.0,,office,bangkok,13.7563309,100.5017651
1788.0,Songdo C entral Park Prugio Tower I,Incheon,175.0,574.0,46.0,2015.0,,residential,incheon,37.4562557,126.7052062
1788.0,"Songdo C entral Park Prugio Tower
II",Incheon,175.0,574.0,46.0,2015.0,,residential,incheon,37.4562557,126.7052062
1788.0,"Songdo C entral Park Prugio Tower
III",Incheon,175.0,574.0,46.0,2015.0,,residential,incheon,37.4562557,126.7052062
1792.0,Robinsons Equitable Tower,Pasig,175.0,574.0,45.0,1997.0,concrete,office,pasig,14.5895206,121.059973
1793.0,Media One Tower,Dubai,175.0,574.0,43.0,2008.0,concrete,office / hotel,dubai,25.0900112,55.1525012
1793.0,The C oncourse,Singapore,175.0,574.0,43.0,1995.0,,residential / office,singapore,1.3003237,103.8623909
1795.0,R&F C enter,C hengdu,175.0,574.0,42.0,2008.0,,hotel / office,chengdu,30.6640219,104.0700974
1796.0,Enterprise Square 3,Hong Kong,175.0,574.0,41.0,2004.0,concrete,office,hongkong,22.32190725,114.207888447
1796.0,Wanyin International 1,Hangzhou,175.0,574.0,41.0,2010.0,composite,office,hangzhou,30.274085,120.15507
1798.0,"Harumi Island Triton Square Tower
Y",Tokyo,175.0,574.0,40.0,2000.0,steel,office,tokyo,35.6894875,139.6917064
1798.0,Menara Data'Onn,Kuala Lumpur,175.0,574.0,40.0,1985.0,,office,kualalumpur,3.139003,101.686855
1798.0,Westin Guangzhou Hotel,Guangzhou,175.0,574.0,40.0,2007.0,,hotel,guangzhou,23.12911,113.264385
1801.0,C rowne Plaza,Qingdao,175.0,574.0,38.0,1998.0,,hotel,qingdao,36.0640985,120.3995253
1801.0,Wanda East Port Tower 2,Dalian,175.0,574.0,38.0,2012.0,concrete,hotel,dalian,38.914003,121.614682
1803.0,AcroTower 1,Anyang,175.0,574.0,37.0,2007.0,,office,anyang,37.3942527,126.9568209
1803.0,AcroTower 2,Anyang,175.0,574.0,37.0,2007.0,,office,anyang,37.3942527,126.9568209
1803.0,Edificio C oltejer,Medellin,175.0,574.0,37.0,1972.0,concrete,office,medellin,6.25,-75.566111
1806.0,New York Marriott Marquis Hotel,New York C ity,175.0,574.0,56.0,1985.0,steel,hotel,newyorkcity,40.7127837,-74.0059413
1807.0,Wells Fargo C enter,Seattle,175.0,574.0,47.0,1983.0,steel,office,seattle,47.6062095,-122.3320708
1808.0,299 Park Avenue,New York C ity,175.0,574.0,42.0,1967.0,steel,office,newyorkcity,40.7560401,-73.9741692
1809.0,Tavistock II,Hong Kong,174.9,574.0,46.0,1999.0,concrete,residential,hongkong,22.2729575,114.1532646
1810.0,The Fordham,C hicago,174.8,574.0,52.0,2003.0,concrete,residential,chicago,41.999197,-87.6601167
1811.0,190 South LaSalle,C hicago,174.6,573.0,40.0,1987.0,steel,office,chicago,41.8815607,-87.6323519
1811.0,C hevron Tower,San Francisco,174.6,573.0,40.0,1975.0,steel,office,sanfrancisco,37.7895628,-122.4003555
1813.0,The # C entral Park II 203,Incheon,174.6,573.0,52.0,2011.0,concrete,residential,incheon,37.4562557,126.7052062
1814.0,Reflections at Keppel Bay Tower 1A,Singapore,174.5,573.0,41.0,2011.0,concrete,residential,singapore,1.352083,103.819836
1814.0,Reflections at Keppel Bay Tower 2B,Singapore,174.5,573.0,41.0,2011.0,concrete,residential,singapore,1.2667707,103.811555363
1814.0,Reflections at Keppel Bay Tower 3B,Singapore,174.5,573.0,41.0,2011.0,concrete,residential,singapore,1.2667707,103.811555363
1817.0,Ocean Shores Tower 1-3,Hong Kong,174.4,572.0,58.0,2001.0,concrete,residential,hongkong,22.300713,114.255078
1817.0,Ocean Shores Tower 15,Hong Kong,174.4,572.0,58.0,2003.0,concrete,residential,hongkong,22.300713,114.255078
1817.0,Ocean Shores Tower 16-17,Hong Kong,174.4,572.0,58.0,2003.0,concrete,residential,hongkong,22.3034499,114.2525376
1817.0,Ocean Shores Tower 5,Hong Kong,174.4,572.0,58.0,2001.0,concrete,residential,hongkong,22.3022616,114.253251
1817.0,Ocean Shores Tower 6,Hong Kong,174.4,572.0,58.0,2001.0,concrete,residential,hongkong,22.3022616,114.253251
1817.0,Ocean Shores Tower 7,Hong Kong,174.4,572.0,58.0,2002.0,concrete,residential,hongkong,22.3022616,114.253251
1817.0,Ocean Shores Tower 8,Hong Kong,174.4,572.0,58.0,2002.0,concrete,residential,hongkong,22.3022616,114.253251
1817.0,Ocean Shores Tower 9-10,Hong Kong,174.4,572.0,58.0,2002.0,concrete,residential,hongkong,22.302147,114.2535715
1825.0,KKR2 Tower,Kuala Lumpur,174.4,572.0,37.0,2014.0,concrete,office,kualalumpur,3.139003,101.686855
1826.0,Grand Front Osaka Owners Tower,Osaka,174.4,572.0,48.0,2013.0,,residential,osaka,34.6937378,135.5021651
1827.0,C ommerce Square #1,Philadelphia,174.4,572.0,41.0,1987.0,,office,philadelphia,39.9541,-75.1741
1827.0,C ommerce Square #2,Philadelphia,174.4,572.0,41.0,1992.0,,office,philadelphia,39.9541,-75.1741
1829.0,One Roxas Triangle,Makati,174.3,572.0,51.0,2000.0,concrete,residential,makati,14.5596047,121.0283138
1830.0,Sathorn House,Bangkok,174.2,572.0,50.0,1999.0,,residential,bangkok,13.7210226,100.5279077
1831.0,C entury Plaza Tower I,Los Angeles,174.0,571.0,44.0,1975.0,,office,losangeles,34.0586446,-118.4130375
1831.0,C entury Plaza Tower II,Los Angeles,174.0,571.0,44.0,1975.0,,office,losangeles,34.0586446,-118.4130375
1833.0,1290 Avenue of the Americas,New York C ity,174.0,571.0,43.0,1963.0,steel,office,newyorkcity,40.7604895,-73.978872
1834.0,Robinsons Summit C enter,Makati,174.0,571.0,38.0,2000.0,concrete,office,makati,14.5575348,121.0206134
1835.0,Boramae C hereville,Seoul,174.0,571.0,49.0,2002.0,,residential,seoul,37.566535,126.9779692
1836.0,Financial Park,Panama C ity,174.0,571.0,46.0,2015.0,concrete,office,panamacity,8.9762621,-79.5224346
1837.0,6 Battery Road,Singapore,174.0,571.0,44.0,1983.0,,office,singapore,1.285496,103.851839
1837.0,C entral Plaza One,Brisbane,174.0,571.0,44.0,1988.0,concrete,office,brisbane,-27.4669999,153.0292159
1839.0,Paragon Plaza,Mandaluyong,174.0,571.0,43.0,1998.0,,residential / office,mandaluyong,14.5761113,121.0505732
1840.0,Liu C hong Hing Finance C enter,Shanghai,174.0,571.0,41.0,2006.0,,office,shanghai,31.230416,121.473701
1841.0,Dusit Residence,Dubai,174.0,571.0,35.0,2008.0,concrete,residential,dubai,25.2048493,55.2707828
